ID;Name;Country;County;City;PostalCode;District;Street1;Street2;Intro;Description;GeocoordinateString;Website;Email;Phone;MondayOpenHours;TuesdayOpenHours;WednesdayOpenHours;ThursdayOpenHours;FridayOpenHours;SaturdayOpenHours;SundayOpenHours;Category;Mood;OutdoorSeating;HappyHour;Wifi;PriceRange;PaymentAccepted;RestaurantServices;MenuUrl;Booking;ParkingType;PublicTransport;FacebookId;FacebookUserPage;TwitterName;TwitterUserPage;InstagramId;InstagramUserPage;GooglePlusUserPage;FoursquareId;FoursquareUserPage;FacebookLikes;FacebookCheckins;FoursquareLikes;FoursquareCheckIns;FoursquareTips;IsPermanentlyClosed;BusinessFound;Updated Columns;Overwritten Columns
;The Saint;AU;VIC;Saint Kilda;3182;;54 Fitzroy St;St.Kilda;A former bank in St Kilda that's been turned into a hotel and, to us, that's a sign of progress. The old bank vault is now a drinking den and you can ...;A former bank in St Kilda that's been turned into a hotel and, to us, that's a sign of progress. The old bank vault is now a drinking den and you can recline on great soft couches sampling their wide selection of Saint specials, all the time knowing your money is safe with the management. The various cosmopolitans on offer seemed popular with the luscious young Kylie look-alikes we came across, but fruity muddles were also available. Out back is a Balinese (or is it Japanese?) inspired garden, where it's just fine to lie back in summer, sip a cocktail and pretend you're Simon Templar. DJs spin cool tunes for a flirty crowd who are far more devil than saint. Banking has never been this much fun.;-37.85981732442,144.97697061577;http://www.thesainthotel.com;;61395938333;;;;;;;;Bar,Pub;Casual;;;;;;groups,outdoor,reserve,dinner;;;street;;1,2061E+14;https://www.facebook.com/sainthotel;;;2154306;http://instagram.com/The+Saint+Hotel;;;;3526;16720;;;;;true;[County, Category, Mood, RestaurantServices, ParkingType, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FacebookLikes, FacebookCheckins];[Country, City, PostalCode, Street1, GeocoordinateString, Phone]
;Passage;AT;;Vienna;1010;;Burgring 1;;A former pedestrian underpass linking the Hofburg Palace with the Kunsthistorisches Museum under the busy Ringstrasse, the space was derelict for many ...;A former pedestrian underpass linking the Hofburg Palace with the Kunsthistorisches Museum under the busy Ringstrasse, the space was derelict for many years before being turned into its current incarnation: the hottest subterranean underpass night club and bar in the world. The futuristic design makes it seem like you are entering a spaceship and the state-of-the-art lighting and sound system continue the effect. They play house, soul, funk and cutting edge techno and the staff mix up some mean martinis too. So much for Vienna being the home of the coffee house. Welcome to the new old world.;48.20370467371,16.363590978601;http://www.sunshine.at/neu/index.php?l=clubshow&id=2&menu=club&act=2;;4,3432E+11;18:00-04:00;18:00-04:00;18:00-04:00;18:00-04:00;18:00-04:00;18:00-04:00;18:00-04:00;Nightlife,Nightclub,Bar;;;;;;;;;;;;1,4336E+14;https://www.facebook.com/pages/Club-Passage/143360155726165;;;307495255;http://instagram.com/Club+Passage;;;;1926;15572;;;;;true;[PostalCode, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FacebookLikes, FacebookCheckins];[Street1, GeocoordinateString, Phone]
;Provence Bar;JP;;Tokyo;110-0008;;Sofitel Tokyo Hotel  Ikenohata Taito-ku;;A Franco-Sino classic in the landmark Sofitel Tokyo.  The hotel is a five-tier pagoda made of white granite and glass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Transit Cocktail Lounge;AU;VIC;Melbourne;3000;;Federation Sq.;;A full cup must be carried steadily, as the  proverb has it. Bear this in mind when marvelling at the decor of Melbourne's Transport Hotel, with its brand ...;A full cup must be carried steadily, as the  proverb has it. Bear this in mind when marvelling at the decor of Melbourne's Transport Hotel, with its brand of gleaming industrial minimalism complete with arterial chrome beer pipes, and polished terrazzo floors off which even the most fastidious would happily eat their dinner.  Misleadingly titled a a hotel, in truth Transport is a bar, and it offers a chic that one does not always associate with Australia. Which is unfair. People-watch then in style while mulling over the menu from which you can order anything from panini to pie.  So futuristic is the feel of the place that it will be at least a 1000 years before it could be called 'retro.';-37.818454719788654,144.96848344802856;http://www.transitcocktaillounge.com.au;;61396548808;closed;closed;16:00-02:00;16:00-02:00;16:00-02:00;16:00-02:00;16:00-02:00;Bar,Cocktail,Nightlife,Jazz & Blues,Nightclub,Music;;true;;;;cash,creditcards;;;;;;3,0863E+11;https://www.facebook.com/308629941585;transitcocktail;https://www.twitter.com/transitcocktail;346493;http://instagram.com/Transit+Bar;;4ba365ccf964a520de3938e3;https://foursquare.com/transitcocktail;;;12;609;5;;true;[County, PostalCode, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, OutdoorSeating, PaymentAccepted, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Country, Street1, GeocoordinateString, Website, Phone]
;Avantgarde;RO;Bucharest;Bucharest;;;Str. Cazzavillan Luigi;;A fun, flirtatious late-night club-bar furnished like the inside of a Russian  spaceship. It's a flash, futuristic interior, spread over two levels with ...;A fun, flirtatious late-night club-bar furnished like the inside of a Russian  spaceship. It's a flash, futuristic interior, spread over two levels with  much aluminum and glass, but if the décor doesn't get you the drinks  certainly will. Cocktails poured by hard working bar staff might be pricey,  but they're strong and well mixed. Besides, if you're in here at all you  probably won't mind what it costs. It can of course get posy, as with all  late-night clubs in town, but what do you expect from a place calling itself  Avantgarde in an attempt to appear avant garde?  ;44.44229829412649,26.087164878845215;;;00 401 94 75 57 66;;;;;;;;Nightlife,Nightclub;;;;;;;;;;;;;;;;;;;4d395db297e0a1cddb28633e;https://foursquare.com/v/avantgarde/4d395db297e0a1cddb28633e;;;0;26;0;;true;[County, Category, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString]
;Mary Jane's;GB;Greater London;London;EC3N 1NT;City and East London;124-127 Minories;at Haydon St;A funky addition to the sometimes predictable City bar scene, Mary Jane’s treads its own path. Located on the Minories, not far from Tower Gateway, inside ...;A funky addition to the sometimes predictable City bar scene, Mary Jane’s treads its own path. Located on the Minories, not far from Tower Gateway, inside there’s a mezzanine level with large tables and black leather seating and a more labyrinthine downstairs section with an aquarium and a number of booths to choose from. There’s decent bar food and superb cocktails (we like their signature drink: champagne with Sputnik Rose Petal Vodka and a splash of watermelon, but the Sweetshop Shooters are also worth your time). As with most venues in the area, the place is heaving on weekdays, but shuts on weekends.;51.51184074882071,-0.07546126842498779;http://www.maryjanesbar.com;manager@maryjanesbar.com;4,42075E+11;12:00-23:00;12:00-23:00;12:00-23:00;12:00-01:00;12:00-01:00;closed;closed;Bar,Cocktail,Nightlife,Karaoke;Sophisticated;false;true;;$$;cash,amex,mastercard,visa;groups,reserve,dinner,lunch;foursquare.com/v/mary-janes/4da810a343a12d0c2647aea1/menu;;street;Tube: Aldgate, Tower HillDLR: Tower Gate WayBuses: 67, 78, 15, 100...;1,96526E+14;https://www.facebook.com/pages/Mary-Janes-Bar/196526337054103;maryjanesbar;https://www.twitter.com/maryjanesbar;6766860;http://instagram.com/Mary+Janes+Bar;;4da810a343a12d0c2647aea1;https://foursquare.com/v/mary-janes/4da810a343a12d0c2647aea1;2072;19161;7;1028;14;;true;[County, Street2, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, OutdoorSeating, HappyHour, PriceRange, PaymentAccepted, RestaurantServices, MenuUrl, ParkingType, PublicTransport, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[GeocoordinateString, Website, Phone]
;La Suite;FR;Provence-Alpes-Côte d'Azur;Nice;6300;;2 rue Bréa;;A gem of a sea-front club-bar recently renovated to cash in on Nice's hip  revival. It's dominated by a late-twenties crowd who can be posy and  pretentious ...;A gem of a sea-front club-bar recently renovated to cash in on Nice's hip  revival. It's dominated by a late-twenties crowd who can be posy and  pretentious since you need money and connections most nights to get through  the door. But book a table first and you'll be down with the scene. Include  a bottle in the price (Dom Perignon would be nice) and it will be waiting on  your table on arrival. House DJs including the occasional guest from Paris  play the latest in international club sounds and cool French ambient tracks.  Bring money though: this may be seaside town but it's not 'buckets and spades'.;43.695466,7.270336;http://www.so-club-nice.com;;33641020462;closed;closed;closed;23:00-06:00;23:00-06:00;23:00-06:00;23:00-06:00;Nightlife,Nightclub;Sophisticated;;;;;;;;;;;1,21725E+14;https://www.facebook.com/LaSuiteOperaNightClubVieuxNice;;;236597153;http://instagram.com/La+Suite+Opera+Night-Club+Vieux+Nice;;51fd9c69498eeb50ff8ad305;https://foursquare.com/v/la-suite-opera/51fd9c69498eeb50ff8ad305;1660;1773;0;3;1;;true;[County, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[PostalCode, Street1, GeocoordinateString, Website, Phone]
;Crazy Café;HU;;Budapest;1065;;Budapest, Jókai utca 30. ;;A glam Pest favourite where you get pizzas and pictures of pop-stars with your karaoke and cocktails. The usual bevy of lovely, leggy locals flock in ...;A glam Pest favourite where you get pizzas and pictures of pop-stars with your karaoke and cocktails. The usual bevy of lovely, leggy locals flock in here but it's the drinks that will really knock you out: a selection of over 100 bottled beers, 18 draught types and 50 cocktails expertly prepared by skilled Magyar mixologists. It's a big cellar space, with two restaurant areas serving pizzas and Hungarian dishes, two bars and a stage for live music. The walls are decorated with portraits of hundreds of big-name local (and international) celebrities but stop wasting time looking at them. Get the drinks in.;47.50833661422262,19.05777944772849;http://www.crazycafe.hu/;;3613024003;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;12:00-01:00;Bar,Pub,Nightlife,Karaoke;Casual;;;;$;cash,amex,mastercard,visa,discover;groups,reserve,dinner,lunch;;;street;Nyugati pályaudvartól pár percre, a Jókai utca 30.;1,36678E+14;https://www.facebook.com/crazycafe;;;1668886;http://instagram.com/Crazy+Cafe;;4c1bb93b3855c9b6c77ecc71;https://foursquare.com/v/crazy-cafe/4c1bb93b3855c9b6c77ecc71;1473;1875;4;496;7;;true;[PostalCode, Website, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, Mood, PriceRange, PaymentAccepted, RestaurantServices, ParkingType, PublicTransport, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Phone]
;Le Cabaret;FR;;Paris;75001;St Germain and the Latin Quarter;2 place du Palais Royal;;A glamorous North African meets Middle Eastern restaurant-bar designed by the brilliant Jacques Garcia. Hip regulars sip cocktails on soft-cushioned beds ...;A glamorous North African meets Middle Eastern restaurant-bar designed by the brilliant Jacques Garcia. Hip regulars sip cocktails on soft-cushioned beds set in low-ceiling alcoves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;The Social;GB;Greater London;London;W1W 7JD;Soho and Fitzrovia;5 Little Portland St;;A glass-floored Collection-esque catwalk leads into the ultimate pine experience bar on 2 floors. Media types flock to this windowless pine mecca for ...;A glass-floored Collection-esque catwalk leads into the ultimate pine experience bar on 2 floors. Media types flock to this windowless pine mecca for pre-club drinks, even queueing for the privilege. Beers not cocktails are the order of the day but you might pick up a nice bit of rough on the way out.;51.51722563557885,-0.14084935731191717;http://www.thesocial.com/;carl@thesocial.com;4,42076E+11;;;;;;;;Bar,Pub,Nightlife,Nightclub,Karaoke,Rock;;;;;$$$;cash,creditcards;;foursquare.com/v/the-social/4ac518c9f964a520a6a520e3/menu;;;;1,28421E+14;https://www.facebook.com/pages/The-Social-Hip-Hop-Karaoke/128421250561541;;;226764843;http://instagram.com/The+Social+-+Hip+Hop+Karaoke;;4ac518c9f964a520a6a520e3;https://foursquare.com/v/the-social/4ac518c9f964a520a6a520e3;227;1167;28;2566;44;;true;[County, Category, PriceRange, PaymentAccepted, MenuUrl, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString, Phone]
;Zeebar;GB;;Bristol;BS1 4HX;;46-48  Queen Charlotte Street;;A glass-fronted venue with a long 'D' shaped bar, Boom is renowned for its vibrant and funky swagger with abstract shapes and primaries dominating this ...;A glass-fronted venue with a long 'D' shaped bar, Boom is renowned for its vibrant and funky swagger with abstract shapes and primaries dominating this   swanky bar. Filled with sofas and booths, the emphasis is firmly on delivering the best New World/Pacific Rim experience in cool environs. Interesting, relaxed and subtly hip, rather like your good self.;51.4632,-2.6088;;;(0117) 925 4839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;7 Ate Nine;MY;;Kuala Lumpur;;;9  Jalan Pinang;;A glimmering white oasis in the centre of Kuala Lumpur, everything about 7 Ate Nine is sleek and stylish. Located at the Ascott hotel, the bar’s interior ...;A glimmering white oasis in the centre of Kuala Lumpur, everything about 7 Ate Nine is sleek and stylish. Located at the Ascott hotel, the bar’s interior is awash with chrome and glass and rich, polished wood, everything speaking of understated expense. There’s a gorgeous lounge area with cream linen sofas and soft lighting, and an elegantly curving mezzanine.  The menu encompasses a tempting array of ‘liquids and solids’ including some impeccably presented variants on the mojito and daiquiri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Library Bar;IE;;Dublin;2;;2 Exchequer St;Exchequer Street;A glorious bar tucked away on the first floor of Dublin’s Central Hotel, the Library Bar has a delightfully old fashioned feel to it. Inside one finds ...;A glorious bar tucked away on the first floor of Dublin’s Central Hotel, the Library Bar has a delightfully old fashioned feel to it. Inside one finds a crackling fire and high backed chairs, soft lighting and a sophisticated atmosphere. It is peaceful and elegant, grown up in the very best sense. Table service and inviting sofas add to the appeal. There’s a good array of drinks and the occasional ripple of piano music. The ideal place to sit and think and talk and reminisce over a pint of the black stuff or a good glug of whiskey.;53.34309293996604,-6.264186501502991;http://www.centralhoteldublin.com/library-bar;;35316797302;;;;;;;;Bar,Lounge;;false;;true;$$;cash,mastercard,americanexpress;;;;;;1,36338E+14;https://www.facebook.com/pages/Library-Bar-At-Central-Hotel/136337786429953;;;241388275;http://instagram.com/Library+Bar+At+Central+Hotel;;4ade0f0bf964a520e97021e3;https://foursquare.com/v/the-library-bar/4ade0f0bf964a520e97021e3;88;2264;40;913;16;;true;[PostalCode, Category, OutdoorSeating, Wifi, PriceRange, PaymentAccepted, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Country, Street1, GeocoordinateString, Website, Phone]
;Gecko's Garden;KR;;Korea;;Seoul;116-6 Itaewon Dong;;A glorious green oasis in the heart of Seoul, Gecko’s Garden is just part of the Gecko’s complex which, spread over multiple levels, also includes a restaurant, a gorgeous courtyard garden ...;A glorious green oasis in the heart of Seoul, Gecko’s Garden is just part of the Gecko’s complex which, spread over multiple levels, also includes a restaurant, a gorgeous courtyard garden and a rooftop bar. With its welcoming vibe and plenty of space to sit inside and out this is a popular destination with both locals and visitors. Located just behind the Hamilton Hotel in Itaewon and sheltered from the urban murk, Gecko’s has an air of the countryside resort about it, with wicker seats and terracotta patio tiles making you feel far removed from the urban jungle of Seoul. The restaurant is lined with numerous large windows, giving diners a view of the lush garden outside and lending the room a touch of that al fresco feeling. The eclectic menu draws its influence from all over Europe, with pasta and salad dishes available for lunch while a selection of tapas, steaks and burgers is on the dinner menu. The lively barbecues they host from Friday to Sunday are also popular. A chilled, relaxed spot, it makes an ideal place for a relaxing lunch or group dinner, or simply lingering long with an icy beer, a crisp glass of sauvignon, or a refreshing strawberry daiquiri. Its iced tea-flavoured sorbets, served with an assortment of fruit, also go down well when the temperature soars, particularly with the female clientele. From 12 – 5pm the usual additional tax of 10 per cent is waived so guests can enjoy their food and drink at lower prices. ;37.5350217726525,126.9929677248;;geckosgarden@hotmail.com;+82 2-790-0540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Underground;HU;;Budapest;1066;;Teréz körút 30.;;A glorious Pest club-bar in homage to the Emir Kusturica film Underground.  Which is entirely appropriate in that: a) it's located beneath a cinema, b) ...;A glorious Pest club-bar in homage to the Emir Kusturica film Underground.  Which is entirely appropriate in that: a) it's located beneath a cinema, b)  it is underground.  It's a subterranean space decked out with huge, built-in  factory fans and industrial-type lamps hanging from the ceiling, you access  it by stairs instead of a lift (as in the film). DJs spin a mix of funk and  garage to young and attractive regulars who you can be certain are into  movies. It gets loud and crowded at weekends though. We like ambient nights on  Sundays to Tuesdays. The drinks are spot-on and the bar is long and easily  accessed.;47.5067270736,19.0613976139;www.odeon.hu;;3612693223;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;Nightlife,Bar,Cafe;;;;;;;;;;street;;4,19334E+14;https://www.facebook.com/odeonunderground;;;36993069;http://instagram.com/Odeon+Underground;;;;1251;134;;;;;true;[PostalCode, Website, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, ParkingType, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FacebookLikes, FacebookCheckins];[Street1, GeocoordinateString, Phone]
;Koko;CA;QC;Montreal;H2X 4C9;;8, rue Sherbrooke Ouest;coin Saint-Laurent;A gorgeous art deco confection, Montreal’s Koko is seemingly effortless in its elegance. From the Audrey Beardsley prints on the ceiling to the smooth, ...;A gorgeous art deco confection, Montreal’s Koko is seemingly effortless in its elegance. From the Audrey Beardsley prints on the ceiling to the smooth, chilled out beats on the sound system, this place oozes true urban cool. A short hop from the smart Hotel Opus, on St Laurent’s restaurant strip, Koko serves inventive Asian influenced dishes and wickedly creative cocktails in dramatic silver and black surroundings. The hipster crowd dress accordingly and the prices are pretty wince-inducing but, for all that, the mood isn’t pretentious or unwelcoming, there’s a laid-back, genial quality that bridges that gap and makes this a place you go to enjoy yourself rather than just to pretend to be enjoying yourself.;45.51220396968128,-73.56921672821045;http://kokomontreal.com;;15146575656;17:00-03:00;17:00-03:00;17:00-03:00;17:00-03:00;17:00-03:00;17:00-03:00;17:00-03:00;Bar,Lounge,Nightlife,Nightclub;;;;;$$$;;;;;;;1,30292E+14;https://www.facebook.com/pages/Koko-Restaurant-Bar/130292223669739;kokomontreal;https://www.twitter.com/kokomontreal;300676;http://instagram.com/Koko+Restaurant+Bar;;4b624ebef964a5206f412ae3;https://foursquare.com/v/koko-restaurant-bar-montr%C3%A9al-qc/4b624ebef964a5206f412ae3;958;15422;3;1762;28;;true;[County, Street2, MondayOpenHours, TuesdayOpenHours, WednesdayOpenHours, ThursdayOpenHours, FridayOpenHours, SaturdayOpenHours, SundayOpenHours, Category, PriceRange, FacebookId, FacebookUserPage, TwitterName, TwitterUserPage, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FacebookLikes, FacebookCheckins, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[PostalCode, Street1, GeocoordinateString, Website, Phone]
;Boeme;IT;Latium;Rome;198;;Via Velletri;Piazza Fiume;A happening club-bar in the Nuovo Salario where hot young things from the local fashion and film world check each other out over their long drinks. It ...;A happening club-bar where hot young things from the local fashion and film world check each other out over their long drinks. It can get pretty posey but the DJ grooves are often spot-on, whether it's hard house on weekends or more eclectic tunes in the week.;41.90953192280195,12.498764077865056;http://www.boeme.it/;;00 39 06 8412212;;;;;;;;Nightlife,Nightclub;;;;;$$$;;;;;;;;;;;47184298;http://instagram.com/B%C3%B2eme;;50700358e4b075042568148b;https://foursquare.com/v/b%C3%B2eme/50700358e4b075042568148b;;;1;23;0;;true;[County, Street2, Category, PriceRange, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString]
;Amber;CA;ON;Toronto;M5r1x5;;119 yorkville Ave.;;A happening restaurant-bar in Yorkville that's bright and airy despite being located in a low-ceiling basement totally void of any windows.;A happening restaurant-bar in Yorkville that's bright and airy despite being located in a low-ceiling basement totally void of any windows. For more than a decade it’s been the place to see and be seen in Toronto, and in that time its decor has been through various guises, from minimalist to Miami South Beach, via Moroccan chic. In 2011 its latest look was revealed, with a beachy theme turning the bar and lounge into an outdoorsy-feeling space reminiscent of old Hollywood or 1950s Havanna. Turquoise art deco trims, banana leaf prints and a gleaming new bar made of Calcutta marble all combine to create a space that is warmer and more welcoming than the previous all white space. Hip Toronto artist Matt McNaught was also hired to create and edgy green graffiti mural at the entrance. And while the new interior is a breath of fresh air, in summer months drinkers tend to decamp to the alluring patio for the real thing. The place attracts an A-list crowd, particularly during Toronto International Film Festival, and the Champagne and Grey Goose is often to be found flowing freely as the DJ spins some seductive house and upbeat tunes. The cocktails are pretty spot on too, ranging from the dry classics to more colourful concoctions. Some Havana-inspired twists have also been added to the drinks menu go with the new decor. But it's the Mexican-Mediterranean fusion food that sets the place apart, a welcome departure from the Italian/Provencal fare that's so usual in this area. The menu includes lobster quesadilla and Moroccan Lamb chops and the owner is a Syrian. Now that's what we call fusion.;43.670324838906,-79.392816223384;http://www.amberinyorkville.com/;;14169269037;;;;;;;;Bar,Pub;;;;;;;;;;;;1,7908E+14;https://www.facebook.com/pages/Amber/179079548804396;;;242710573;http://instagram.com/Amber;;;;376;2319;;;;;true;[County, Category, FacebookId, FacebookUserPage, InstagramId, InstagramUserPage, FacebookLikes, FacebookCheckins];[PostalCode, Street1, GeocoordinateString, Phone]
;Mafia Bar;KR;;Seoul;;;Apku-Jong Dong;;A hard-to-find gem in typically upscale Apku-Jong Dong where the hottest stars  can be found in the hippest bars. Wealthy Koreans and more than a few ...;A hard-to-find gem in typically upscale Apku-Jong Dong where the hottest stars  can be found in the hippest bars. Wealthy Koreans and more than a few local  celebs head to Mafia although we're talking local wiseguys, not  Gottti-style goodfellas. Dark, plush and carpeted, it's full of smart suited  would-be criminals although regular barman Tiger is more likely to smile  and give you a beer than pull out the concrete boots.;37.5272545296103,127.036177829489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Club Paradiso;IT;;Rimini;47900;;Via Covignano;260;A hedonistic hot spot with gorgeous gardens and spectacular sea views where  the local jet set come to play. Located in the rolling hills of Covignano ...;A hedonistic hot spot with gorgeous gardens and spectacular sea views where  the local jet set come to play. Located in the rolling hills of Covignano -  Rimini's Beverly Hills - Paradiso regulars are high-flying stars from the  world of film, fashion and culture. That said, if you arrive in the right  car, wear the right suit and have the right all-over body tan, there's no  reason you can't join them. The multi-roomed venue includes a large central  dance floor, a quiet chill-out room with billiard tables and sofas, and,  bizarrely, a New Age lounge area where you can drink herbal teas, sample the  health products and have a massage in a smoke and alcohol-free environment.  We prefer the alcohol-fuelled areas though and suggest you sip a martini in  the main bar and watch the dance-floor crowd get frisky over pop, house,  disco, blues and funk tunes played by the house DJs. More a lifestyle choice  than a club, we guarantee you won't want to leave Paradise.  ;44.0309,12.5455;;info@paradisoclub.it;00 39 0541 751132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;[];[]
;Izumi;CN;Shanghai;Shanghai;;;21 Yongjia Rd;French Concession;A Japanese-style sake bar in the heart of Shanghai, Izumi may be small, but it has a friendly, inclusive vibe that’s very appealing. Located in the former ...;A Japanese-style sake bar in the heart of Shanghai, Izumi may be small, but it has a friendly, inclusive vibe that’s very appealing. Located in the former French Concession, it’s a hip and chilled spot that offers a superb array of sake and shochu based cocktails. Simply decorated with raw stone walls and the odd artfully placed plant, it has a low-key intimate feel and the staff are efficient in a laid-back kind of way. Their smooth saketini is a pleasant fusion tipple and they stock over 40 shochu varieties and 20 sakes if you want your drink unadulterated. They also serve beer if spirits aren’t your thing. Soft jazzy music provides the soundtrack to your evening and they sometimes feature live bands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;The Radium Beerhall;ZA;Gauteng;Johannesburg;2192;;282 Louis Botha Ave.;;A Johannesburg institution that harks back to the days of the gold rush. Located on a busy corner, the bars on the window suggest a prison, but swagger ...;A Johannesburg institution that harks back to the days of the gold rush. Located on a busy corner, the bars on the window suggest a prison, but swagger in through the swing doors and it's a boozer's home from home. Wooden floors, ancient teak bar and spicy Portuguese cooking make it ideal for a late lunch or long night. Your drinking partners are down-home oldsters, media types and left-leaning politicos.;-26.162795224129194,28.084230422973633;http://www.theradium.co.za/;mr.radium@iafrica.com;00 27 11 728 3866;;;;;;;;Bar;;true;;;;cash,creditcards;;;;;;;;;;1959003;http://instagram.com/Radium+Beer+Hall;;4b05870ef964a520857d22e3;https://foursquare.com/v/the-radium-beerhall/4b05870ef964a520857d22e3;;;3;597;17;;true;[County, PostalCode, Category, OutdoorSeating, PaymentAccepted, InstagramId, InstagramUserPage, FoursquareId, FoursquareUserPage, FoursquareLikes, FoursquareCheckIns, FoursquareTips];[Street1, GeocoordinateString]
;Laide;CA;;Toronto;;;138  Adelaide Street East;;A kinkily-themed bar that's a pun on the sexual act - and the name of the street it's located on. Those with lascivious intentions are made for Laide. ...;A kinkily-themed bar that's a pun on the sexual act - and the name of the street it's located on. Those with lascivious intentions are made for Laide. The superb drinks menu plays up the theme, with potions like the Threesome (a three-layer surprise), and the Nymphomaniac (spiced rum, peach schnapps & Malibu) falling under tall classics, short classics, martinis and champagne cocktail categories. Gorgeous single girls take places on cosy booths while boys prefer stools at the horseshoe-shaped bar which has a view of the action. The tapas menu - snow crab enchiladas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
